Wavelength(nm),Timestamp,Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um)
810.45,2022/05/13 15:05:00,719.68,697.93,698.92,700.89,672.22,677.17
810.85,2022/05/13 15:05:00,714.15,692.45,692.45,695.41,665.81,671.73
811.26,2022/05/13 15:05:00,708.08,689.4,685.46,688.41,660.88,662.84
811.66,2022/05/13 15:05:00,702.27,680.72,677.78,680.72,653.3,657.21
812.07,2022/05/13 15:05:00,695.89,673.44,671.49,670.52,645.14,648.07
812.47,2022/05/13 15:05:00,689.33,665.99,662.11,662.11,635.85,638.77
812.88,2022/05/13 15:05:00,680.91,656.7,654.76,651.85,629.58,629.58
813.28,2022/05/13 15:05:00,672.46,650.27,645.45,643.52,623.26,622.29
813.69,2022/05/13 15:05:00,663.71,642.58,635.85,635.85,616.64,613.76
814.09,2022/05/13 15:05:00,656.86,632.96,627.22,629.14,609.06,606.19
814.50,2022/05/13 15:05:00,652.2,628.4,617.92,622.68,601.74,598.88
814.90,2022/05/13 15:05:00,644.85,622.09,612.61,615.45,597.43,593.64
815.30,2022/05/13 15:05:00,640.43,615.87,605.48,611.15,593.2,587.54
815.71,2022/05/13 15:05:00,637.1,611.69,599.45,607.92,590.04,583.46
816.11,2022/05/13 15:05:00,630.64,607.18,596.86,604.36,587.47,582.78
816.52,2022/05/13 15:05:00,631.35,606.06,592.01,602.31,586.39,579.83
816.92,2022/05/13 15:05:00,630.5,606.18,590.27,602.43,586.53,580.92
817.33,2022/05/13 15:05:00,628.54,602.43,591.24,602.43,584.71,582.84
817.73,2022/05/13 15:05:00,629.33,602.37,590.28,599.58,585.64,582.85
818.13,2022/05/13 15:05:00,628.14,604.06,590.16,601.28,587.38,582.75
818.54,2022/05/13 15:05:00,628.86,603.93,590.08,603.0,588.23,584.53
818.94,2022/05/13 15:05:00,630.29,605.45,589.81,603.61,587.97,585.21
819.35,2022/05/13 15:05:00,630.86,606.1,590.51,606.1,586.84,585.93
819.75,2022/05/13 15:05:00,633.09,604.77,591.06,606.59,587.41,588.32
820.16,2022/05/13 15:05:00,633.44,607.05,591.57,605.23,588.84,589.75
820.56,2022/05/13 15:05:00,633.53,605.43,592.74,606.34,590.02,590.93
820.96,2022/05/13 15:05:00,636.18,605.5,593.77,606.4,591.06,591.06
821.37,2022/05/13 15:05:00,635.28,606.53,597.54,607.43,593.95,592.15
821.77,2022/05/13 15:05:00,637.32,606.88,599.72,606.88,594.35,594.35
822.18,2022/05/13 15:05:00,641.51,612.07,601.36,607.6,598.68,596.01
822.58,2022/05/13 15:05:00,643.95,613.66,606.54,612.77,602.08,600.3
822.98,2022/05/13 15:05:00,647.35,617.12,610.89,614.45,604.67,602.89
823.39,2022/05/13 15:05:00,648.87,621.39,613.41,615.19,608.09,603.66
823.79,2022/05/13 15:05:00,650.22,622.83,616.64,617.53,609.58,605.16
824.19,2022/05/13 15:05:00,651.52,622.47,617.19,618.07,611.02,607.5
824.60,2022/05/13 15:05:00,653.06,624.09,617.07,618.83,612.68,607.42
825.00,2022/05/13 15:05:00,652.68,624.69,620.31,619.44,614.19,608.06
825.41,2022/05/13 15:05:00,653.84,624.2,622.45,617.22,615.48,610.25
825.81,2022/05/13 15:05:00,653.67,625.85,624.98,618.9,616.29,612.81
826.21,2022/05/13 15:05:00,655.2,627.47,630.07,621.4,619.67,612.74
826.62,2022/05/13 15:05:00,655.48,629.58,629.58,622.67,620.08,614.03
827.02,2022/05/13 15:05:00,656.53,629.85,632.44,626.41,619.53,616.09
827.42,2022/05/13 15:05:00,656.57,631.71,633.43,627.43,618.86,616.29
827.83,2022/05/13 15:05:00,655.53,629.92,631.63,627.36,619.68,616.27
828.23,2022/05/13 15:05:00,655.46,630.8,631.65,629.95,618.9,615.5
828.63,2022/05/13 15:05:00,655.44,630.88,630.03,628.34,619.02,613.09
829.04,2022/05/13 15:05:00,655.4,630.1,627.57,628.41,617.44,612.38
829.44,2022/05/13 15:05:00,654.95,630.54,628.01,631.38,617.07,612.86
829.84,2022/05/13 15:05:00,656.53,631.31,628.79,632.99,618.7,616.18
830.25,2022/05/13 15:05:00,657.28,632.97,629.62,634.65,618.72,617.04
830.65,2022/05/13 15:05:00,657.53,634.14,630.8,637.48,619.1,619.1
831.05,2022/05/13 15:05:00,659.6,635.45,632.12,639.62,621.29,622.13
831.46,2022/05/13 15:05:00,660.92,639.34,634.35,642.66,622.73,623.56
831.86,2022/05/13 15:05:00,663.67,639.67,635.53,644.63,624.77,627.26
832.26,2022/05/13 15:05:00,665.66,642.56,636.79,646.69,628.54,628.54
832.67,2022/05/13 15:05:00,668.58,643.91,639.8,649.67,632.4,632.4
833.07,2022/05/13 15:05:00,669.7,647.57,643.47,651.66,634.45,635.27
833.47,2022/05/13 15:05:00,672.97,651.74,646.02,654.19,635.4,638.67
833.88,2022/05/13 15:05:00,676.19,654.22,650.15,656.66,636.32,641.2
834.28,2022/05/13 15:05:00,678.34,655.65,653.22,659.7,640.25,644.3
834.68,2022/05/13 15:05:00,679.66,658.68,657.06,661.1,641.73,648.18
835.09,2022/05/13 15:05:00,682.02,661.91,661.11,664.33,643.42,652.26
835.49,2022/05/13 15:05:00,685.08,664.25,663.45,665.05,645.82,654.63
835.89,2022/05/13 15:05:00,687.64,666.87,666.07,664.48,650.1,655.69
836.30,2022/05/13 15:05:00,690.29,670.39,669.59,665.61,653.67,658.45
836.70,2022/05/13 15:05:00,693.69,672.26,670.67,667.5,656.39,659.56
837.10,2022/05/13 15:05:00,694.88,675.89,672.72,665.6,658.48,660.06
837.50,2022/05/13 15:05:00,698.07,678.31,675.14,669.61,660.91,664.87
837.91,2022/05/13 15:05:00,700.5,681.55,679.18,670.49,664.96,666.54
838.31,2022/05/13 15:05:00,701.01,683.68,678.96,671.08,666.36,668.72
838.71,2022/05/13 15:05:00,702.73,684.67,682.31,672.89,668.18,668.96
839.12,2022/05/13 15:05:00,704.59,685.8,680.32,670.92,667.79,669.36
839.52,2022/05/13 15:05:00,704.2,686.24,680.0,671.41,667.51,669.07
839.92,2022/05/13 15:05:00,705.5,684.48,681.37,671.24,669.68,670.46
840.32,2022/05/13 15:05:00,706.55,687.14,680.15,670.84,669.28,670.84
840.73,2022/05/13 15:05:00,706.48,685.59,679.4,673.98,670.11,672.43
841.13,2022/05/13 15:05:00,707.6,685.25,679.08,673.68,669.83,672.14
841.53,2022/05/13 15:05:00,706.71,685.99,678.31,675.25,668.34,672.18
841.93,2022/05/13 15:05:00,705.77,684.41,679.07,677.54,668.39,673.73
842.34,2022/05/13 15:05:00,705.8,683.06,678.51,677.75,667.14,673.2
842.74,2022/05/13 15:05:00,704.85,682.26,677.74,676.99,668.7,673.97
843.14,2022/05/13 15:05:00,704.12,679.43,677.19,678.68,667.46,674.94
843.54,2022/05/13 15:05:00,704.2,679.63,675.17,677.4,666.98,672.93
843.95,2022/05/13 15:05:00,703.2,678.75,673.56,678.01,666.89,672.82
844.35,2022/05/13 15:05:00,704.13,677.56,673.87,679.04,664.28,671.66
844.75,2022/05/13 15:05:00,702.48,678.94,670.85,678.2,663.49,671.58
845.15,2022/05/13 15:05:00,700.74,677.99,672.12,679.46,664.05,671.39
845.56,2022/05/13 15:05:00,702.08,677.9,673.5,680.1,664.71,671.3
845.96,2022/05/13 15:05:00,699.08,677.85,671.99,679.31,664.67,671.26
846.36,2022/05/13 15:05:00,695.79,674.62,672.43,677.54,661.47,668.78
846.76,2022/05/13 15:05:00,694.85,673.73,671.55,673.73,660.62,666.45
847.16,2022/05/13 15:05:00,692.48,670.68,669.95,670.68,658.33,663.41
847.57,2022/05/13 15:05:00,689.88,669.57,668.12,668.12,656.51,659.41
847.97,2022/05/13 15:05:00,688.51,668.22,666.05,665.32,654.45,658.8
848.37,2022/05/13 15:05:00,685.84,665.56,664.11,664.84,652.53,657.6
848.77,2022/05/13 15:05:00,683.27,664.45,661.55,662.28,648.53,655.76
849.17,2022/05/13 15:05:00,681.54,664.17,659.83,659.11,646.09,654.05
849.58,2022/05/13 15:05:00,679.19,659.68,657.51,656.79,643.06,651.01
849.98,2022/05/13 15:05:00,675.94,657.19,655.02,652.14,640.59,648.53
850.38,2022/05/13 15:05:00,671.84,653.84,650.96,648.8,636.56,644.48
850.78,2022/05/13 15:05:00,668.62,649.93,647.77,645.61,632.67,642.02
851.18,2022/05/13 15:05:00,665.38,646.0,643.85,640.97,629.49,638.82
851.59,2022/05/13 15:05:00,661.73,643.09,640.22,638.07,625.16,635.92
851.99,2022/05/13 15:05:00,660.96,640.91,638.76,635.18,621.58,633.03
852.39,2022/05/13 15:05:00,659.51,639.48,637.34,634.48,619.46,633.76
852.79,2022/05/13 15:05:00,659.47,638.03,635.89,633.74,618.03,633.74
853.19,2022/05/13 15:05:00,659.25,637.13,634.99,634.28,617.15,634.99
853.59,2022/05/13 15:05:00,659.31,636.53,635.1,635.1,618.01,634.39
854.00,2022/05/13 15:05:00,661.34,636.48,636.48,635.77,618.72,633.64
854.40,2022/05/13 15:05:00,662.23,638.1,638.81,635.97,621.77,636.68
854.80,2022/05/13 15:05:00,665.86,638.92,640.33,638.21,624.03,637.5
855.20,2022/05/13 15:05:00,665.59,640.12,642.24,640.83,624.56,639.42
855.60,2022/05/13 15:05:00,667.09,641.03,643.84,643.14,626.23,640.32
856.00,2022/05/13 15:05:00,668.38,642.43,645.24,644.54,627.0,641.73
856.41,2022/05/13 15:05:00,670.02,643.47,648.36,648.36,628.8,644.17
856.81,2022/05/13 15:05:00,671.51,645.07,651.33,650.63,630.45,647.15
857.21,2022/05/13 15:05:00,674.41,648.76,653.61,652.23,631.43,648.76
857.61,2022/05/13 15:05:00,676.12,651.95,656.79,656.09,635.38,650.57
858.01,2022/05/13 15:05:00,679.34,653.87,658.0,658.69,637.35,653.87
858.41,2022/05/13 15:05:00,680.45,657.12,659.87,659.87,638.6,654.38
858.81,2022/05/13 15:05:00,680.61,658.72,661.46,661.46,639.57,655.99
859.22,2022/05/13 15:05:00,680.21,660.42,662.47,661.78,639.27,656.33
859.62,2022/05/13 15:05:00,679.49,660.43,661.79,661.79,640.0,657.02
860.02,2022/05/13 15:05:00,678.77,659.75,661.11,662.46,638.0,656.35
860.42,2022/05/13 15:05:00,681.15,659.44,661.47,660.12,635.01,654.69
860.82,2022/05/13 15:05:00,679.98,659.66,661.69,659.66,633.25,654.24
861.22,2022/05/13 15:05:00,678.79,657.16,662.57,658.51,632.82,653.1
861.62,2022/05/13 15:05:00,678.94,656.66,660.04,655.99,631.02,651.27
862.02,2022/05/13 15:05:00,676.41,654.85,658.22,655.52,629.25,649.46
862.42,2022/05/13 15:05:00,675.18,652.34,655.7,651.67,624.8,646.97
862.83,2022/05/13 15:05:00,672.42,650.99,653.0,648.98,620.85,642.96
863.23,2022/05/13 15:05:00,668.18,647.48,650.15,646.82,618.78,641.48
863.63,2022/05/13 15:05:00,664.28,643.67,646.99,641.01,615.74,637.02
864.03,2022/05/13 15:05:00,660.22,640.36,644.33,638.37,613.21,633.07
864.43,2022/05/13 15:05:00,657.71,637.91,641.21,633.96,609.55,631.32
864.83,2022/05/13 15:05:00,655.05,636.66,637.31,630.09,607.09,627.46
865.23,2022/05/13 15:05:00,654.07,635.71,637.03,629.16,606.88,625.88
865.63,2022/05/13 15:05:00,655.8,635.51,635.51,627.65,606.06,626.35
866.03,2022/05/13 15:05:00,654.52,636.87,636.21,626.4,606.79,625.75
866.43,2022/05/13 15:05:00,651.01,635.36,635.36,628.83,606.0,626.23
866.83,2022/05/13 15:05:00,651.1,634.17,635.47,627.01,606.82,624.4
867.23,2022/05/13 15:05:00,650.52,635.57,634.92,626.47,607.63,624.52
867.64,2022/05/13 15:05:00,650.86,633.99,637.23,626.85,606.73,624.9
868.04,2022/05/13 15:05:00,652.25,634.76,638.0,625.04,608.2,625.69
868.44,2022/05/13 15:05:00,651.81,635.64,640.17,627.24,609.78,626.59
868.84,2022/05/13 15:05:00,654.45,637.03,642.83,627.99,611.21,627.99
869.24,2022/05/13 15:05:00,656.97,638.94,644.74,629.28,612.53,628.63
869.64,2022/05/13 15:05:00,658.16,639.52,646.59,633.74,613.81,631.17
870.04,2022/05/13 15:05:00,658.82,641.5,647.92,635.09,614.56,632.52
870.44,2022/05/13 15:05:00,659.96,643.32,648.44,636.92,616.43,633.71
870.84,2022/05/13 15:05:00,659.03,643.06,650.09,639.87,617.52,633.48
871.24,2022/05/13 15:05:00,660.39,642.56,650.2,638.74,618.36,631.1
871.64,2022/05/13 15:05:00,660.38,641.33,650.85,638.79,617.2,631.8
872.04,2022/05/13 15:05:00,658.98,641.89,648.85,639.99,615.93,630.49
872.44,2022/05/13 15:05:00,658.2,641.16,648.1,636.74,616.55,629.8
872.84,2022/05/13 15:05:00,656.56,640.82,645.86,635.79,614.38,629.49
873.24,2022/05/13 15:05:00,656.46,639.5,645.78,636.36,613.12,628.82
873.64,2022/05/13 15:05:00,655.95,639.65,644.04,636.51,612.68,628.99
874.04,2022/05/13 15:05:00,653.77,639.37,643.13,637.49,613.07,627.47
874.44,2022/05/13 15:05:00,653.61,639.22,642.35,636.09,614.2,627.34
874.84,2022/05/13 15:05:00,651.12,639.24,641.74,635.49,614.25,626.75
875.24,2022/05/13 15:05:00,651.88,638.76,641.26,635.02,614.41,626.27
875.64,2022/05/13 15:05:00,651.21,636.87,640.61,632.5,615.04,626.26
876.04,2022/05/13 15:05:00,649.75,637.29,639.78,633.55,613.62,625.45
876.44,2022/05/13 15:05:00,650.73,635.18,639.53,633.31,612.78,623.98
876.84,2022/05/13 15:05:00,649.77,633.61,639.21,632.99,610.01,625.54
877.24,2022/05/13 15:05:00,649.37,633.24,638.83,633.86,610.3,624.56
877.64,2022/05/13 15:05:00,648.16,633.3,638.25,632.68,611.01,624.01
878.04,2022/05/13 15:05:00,647.19,632.98,637.92,632.37,610.13,624.34
878.44,2022/05/13 15:05:00,647.75,632.36,636.67,630.51,610.19,623.12
878.84,2022/05/13 15:05:00,646.21,631.48,635.78,630.25,610.0,622.27
879.24,2022/05/13 15:05:00,646.36,632.28,635.34,630.44,610.24,621.87
879.64,2022/05/13 15:05:00,646.94,632.28,635.95,631.06,612.12,620.67
880.04,2022/05/13 15:05:00,646.96,633.55,636.59,633.55,612.2,621.96
880.44,2022/05/13 15:05:00,647.13,632.55,634.37,633.15,609.46,621.61
880.84,2022/05/13 15:05:00,646.34,631.81,633.62,633.02,608.18,619.09
881.24,2022/05/13 15:05:00,645.13,630.03,633.05,632.45,607.08,618.56
881.64,2022/05/13 15:05:00,645.07,630.0,631.81,631.81,606.49,617.34
882.04,2022/05/13 15:05:00,644.67,630.22,630.22,632.63,606.75,617.58
882.44,2022/05/13 15:05:00,644.45,629.42,630.02,631.23,606.58,617.4
882.84,2022/05/13 15:05:00,644.32,631.11,627.5,630.51,607.09,615.49
883.23,2022/05/13 15:05:00,641.77,630.97,627.37,630.37,606.38,615.97
883.63,2022/05/13 15:05:00,642.17,629.59,626.59,628.39,606.23,615.81
884.03,2022/05/13 15:05:00,640.98,629.01,625.41,629.01,605.07,614.64
884.43,2022/05/13 15:05:00,639.02,627.07,625.27,628.86,604.35,615.11
884.83,2022/05/13 15:05:00,638.26,626.32,623.93,628.71,604.23,613.78
885.23,2022/05/13 15:05:00,637.5,625.58,622.59,627.96,604.11,613.05
885.63,2022/05/13 15:05:00,636.02,624.11,622.32,626.49,602.67,612.79
886.03,2022/05/13 15:05:00,636.12,624.83,621.26,624.23,601.05,610.56
886.43,2022/05/13 15:05:00,636.09,624.81,621.25,623.63,602.26,609.98
886.83,2022/05/13 15:05:00,637.54,623.34,620.97,622.74,602.03,609.72
887.23,2022/05/13 15:05:00,635.91,624.69,619.38,621.74,602.25,608.75
887.63,2022/05/13 15:05:00,634.54,622.77,618.65,621.59,600.99,608.05
888.02,2022/05/13 15:05:00,632.29,621.15,618.22,618.8,600.03,606.49
888.42,2022/05/13 15:05:00,630.35,619.24,615.73,617.48,598.19,605.21
888.82,2022/05/13 15:05:00,628.62,616.38,615.79,615.21,595.97,602.96
889.22,2022/05/13 15:05:00,628.37,614.41,614.41,611.5,593.46,599.86
889.62,2022/05/13 15:05:00,626.67,611.57,612.73,610.41,590.08,597.63
890.02,2022/05/13 15:05:00,624.56,608.9,611.8,608.32,588.03,594.41
890.42,2022/05/13 15:05:00,622.19,607.12,608.28,604.81,584.53,592.06
890.82,2022/05/13 15:05:00,619.73,604.11,604.69,602.95,580.38,590.22
891.22,2022/05/13 15:05:00,614.41,598.8,601.12,598.8,575.68,586.09
891.61,2022/05/13 15:05:00,611.38,595.79,595.21,594.63,570.96,581.93
892.01,2022/05/13 15:05:00,606.11,589.38,589.96,591.11,566.32,576.7
892.41,2022/05/13 15:05:00,599.98,582.13,584.44,584.44,560.83,570.62
892.81,2022/05/13 15:05:00,593.18,576.51,576.51,577.66,554.09,563.86
893.21,2022/05/13 15:05:00,586.48,568.11,569.84,570.41,546.88,555.49
893.61,2022/05/13 15:05:00,579.16,561.97,563.12,561.4,539.06,547.65
894.01,2022/05/13 15:05:00,572.42,553.55,555.84,555.27,530.68,539.83
894.40,2022/05/13 15:05:00,564.89,545.49,548.91,547.2,523.23,531.79
894.80,2022/05/13 15:05:00,555.97,538.33,540.61,538.33,516.71,524.68
895.20,2022/05/13 15:05:00,546.78,529.2,531.46,530.33,509.34,515.58
895.60,2022/05/13 15:05:00,539.28,521.19,522.89,521.76,503.11,507.06
896.00,2022/05/13 15:05:00,530.69,513.23,514.35,513.79,495.2,499.71
896.40,2022/05/13 15:05:00,523.32,505.35,507.04,507.04,489.63,490.75
896.79,2022/05/13 15:05:00,516.75,497.71,499.95,498.83,483.16,483.16
897.19,2022/05/13 15:05:00,511.04,490.37,493.73,490.37,475.85,475.85
897.59,2022/05/13 15:05:00,504.91,483.73,488.19,483.73,468.68,469.8
897.99,2022/05/13 15:05:00,499.02,477.32,484.0,478.99,463.41,465.64
898.39,2022/05/13 15:05:00,494.63,472.95,479.06,475.73,459.61,461.28
898.78,2022/05/13 15:05:00,491.1,469.99,476.1,472.22,456.66,458.88
899.18,2022/05/13 15:05:00,489.81,468.15,472.59,470.37,454.82,457.04
899.58,2022/05/13 15:05:00,490.27,467.5,471.39,469.17,454.18,455.84
899.98,2022/05/13 15:05:00,491.38,467.5,470.83,468.61,455.29,455.84
900.38,2022/05/13 15:05:00,492.98,469.11,472.44,470.77,458.0,458.0
900.77,2022/05/13 15:05:00,496.86,471.88,474.1,473.54,459.11,459.66
901.17,2022/05/13 15:05:00,499.09,474.11,478.0,477.44,461.34,464.12
901.57,2022/05/13 15:05:00,502.82,477.29,480.62,481.73,463.97,468.41
901.97,2022/05/13 15:05:00,506.54,481.02,484.35,485.46,466.6,472.7
902.37,2022/05/13 15:05:00,509.2,485.88,488.66,489.21,469.78,477.0
902.76,2022/05/13 15:05:00,514.04,490.7,492.37,492.37,474.03,482.37
903.16,2022/05/13 15:05:00,515.6,493.93,494.49,496.71,476.71,486.71
903.56,2022/05/13 15:05:00,517.5,494.76,496.98,498.09,479.23,488.66
903.96,2022/05/13 15:05:00,519.39,497.24,496.69,498.35,480.08,487.83
904.35,2022/05/13 15:05:00,517.92,497.47,496.92,499.13,479.23,488.62
904.75,2022/05/13 15:05:00,518.47,495.86,495.31,497.51,477.66,488.69
905.15,2022/05/13 15:05:00,514.79,493.87,493.87,496.62,475.15,486.16
905.55,2022/05/13 15:05:00,510.51,490.18,491.83,494.03,472.04,485.23
905.94,2022/05/13 15:05:00,507.49,487.19,488.83,491.03,469.63,482.8
906.34,2022/05/13 15:05:00,501.89,483.8,485.45,487.09,465.18,478.33
906.74,2022/05/13 15:05:00,499.14,478.89,481.08,483.27,461.38,476.16
907.14,2022/05/13 15:05:00,494.37,475.78,476.33,478.51,457.73,471.95
907.53,2022/05/13 15:05:00,490.89,471.76,472.31,473.95,453.72,467.39
907.93,2022/05/13 15:05:00,488.07,468.39,468.94,470.58,450.35,462.38
908.33,2022/05/13 15:05:00,485.35,466.22,465.13,467.31,447.09,458.57
908.73,2022/05/13 15:05:00,482.78,463.1,462.55,466.38,444.51,455.45
909.12,2022/05/13 15:05:00,481.4,460.61,460.61,463.89,443.65,453.5
909.52,2022/05/13 15:05:00,478.85,459.14,458.05,461.33,441.63,450.39
909.92,2022/05/13 15:05:00,477.36,456.01,457.11,459.3,440.14,449.44
910.31,2022/05/13 15:05:00,476.43,455.07,456.16,455.62,439.74,446.85
910.71,2022/05/13 15:05:00,475.39,455.13,455.13,456.22,438.15,445.82
911.11,2022/05/13 15:05:00,476.02,454.11,455.21,454.66,438.23,444.8
911.51,2022/05/13 15:05:00,475.99,454.63,452.98,454.08,438.19,444.22
911.90,2022/05/13 15:05:00,475.86,454.5,452.31,456.15,438.08,443.0
912.30,2022/05/13 15:05:00,476.19,453.75,452.1,454.84,437.33,442.25
912.70,2022/05/13 15:05:00,475.93,454.05,451.86,454.6,438.73,441.47
913.09,2022/05/13 15:05:00,475.68,452.72,451.63,454.91,439.05,440.69
913.49,2022/05/13 15:05:00,475.29,451.8,450.71,452.9,438.69,440.33
913.89,2022/05/13 15:05:00,474.38,450.91,449.27,452.54,438.9,440.53
914.28,2022/05/13 15:05:00,474.08,449.53,448.99,452.81,438.08,439.71
914.68,2022/05/13 15:05:00,474.28,449.75,449.2,450.84,438.3,438.84
915.08,2022/05/13 15:05:00,474.05,450.07,448.98,450.62,438.09,439.72
915.47,2022/05/13 15:05:00,476.16,451.64,449.47,452.19,438.57,440.75
915.87,2022/05/13 15:05:00,476.79,453.9,451.73,453.36,441.37,443.55
916.27,2022/05/13 15:05:00,478.55,455.66,454.02,457.29,442.03,444.75
916.66,2022/05/13 15:05:00,481.72,457.72,456.08,458.81,446.26,447.9
917.06,2022/05/13 15:05:00,484.22,460.2,457.47,461.3,448.74,450.92
917.46,2022/05/13 15:05:00,487.88,462.21,461.11,463.85,451.83,453.47
917.85,2022/05/13 15:05:00,491.7,464.35,463.8,464.35,453.96,457.79
918.25,2022/05/13 15:05:00,493.8,466.97,465.33,467.52,456.57,459.31
918.65,2022/05/13 15:05:00,496.52,469.12,469.12,469.67,457.61,461.99
919.04,2022/05/13 15:05:00,498.07,470.64,471.19,473.39,459.67,466.8
919.44,2022/05/13 15:05:00,500.71,472.71,473.81,475.46,461.73,468.87
919.83,2022/05/13 15:05:00,502.77,474.19,475.84,476.94,463.2,471.45
920.23,2022/05/13 15:05:00,504.18,475.04,477.79,478.34,465.7,472.29
920.63,2022/05/13 15:05:00,505.54,476.38,478.58,479.13,467.58,473.08
921.02,2022/05/13 15:05:00,505.56,475.86,479.16,479.16,469.25,473.65
921.42,2022/05/13 15:05:00,506.09,476.39,479.69,479.14,470.34,474.74
921.81,2022/05/13 15:05:00,505.97,476.82,479.02,477.92,468.02,472.42
922.21,2022/05/13 15:05:00,504.1,475.52,478.27,477.17,467.27,472.77
922.61,2022/05/13 15:05:00,503.32,473.65,478.05,475.85,464.31,470.9
923.00,2022/05/13 15:05:00,500.48,471.91,476.31,474.66,462.02,469.16
923.40,2022/05/13 15:05:00,497.96,469.38,474.32,471.57,460.03,467.73
923.79,2022/05/13 15:05:00,496.11,467.51,471.91,467.51,456.51,463.66
924.19,2022/05/13 15:05:00,491.15,463.62,469.13,464.72,453.71,460.87
924.59,2022/05/13 15:05:00,486.19,459.73,465.24,459.18,449.81,455.32
924.98,2022/05/13 15:05:00,481.94,457.1,459.31,453.79,445.51,449.37
925.38,2022/05/13 15:05:00,475.55,451.22,453.98,448.45,440.16,444.58
925.77,2022/05/13 15:05:00,468.61,445.34,447.0,440.36,433.16,437.59
926.17,2022/05/13 15:05:00,460.57,438.38,439.49,432.83,425.06,430.05
926.56,2022/05/13 15:05:00,450.39,428.7,431.48,425.36,415.91,421.47
926.96,2022/05/13 15:05:00,441.28,419.55,421.22,415.09,406.18,411.19
927.36,2022/05/13 15:05:00,429.45,407.67,409.91,404.88,395.94,399.85
927.75,2022/05/13 15:05:00,416.97,394.59,396.82,393.47,384.51,390.11
928.15,2022/05/13 15:05:00,404.43,382.56,384.24,380.31,371.9,375.83
928.54,2022/05/13 15:05:00,388.42,367.62,370.43,366.49,359.75,362.56
928.94,2022/05/13 15:05:00,374.55,354.28,356.53,352.02,346.39,347.52
929.33,2022/05/13 15:05:00,359.41,339.66,341.36,337.41,332.33,332.33
929.73,2022/05/13 15:05:00,343.0,323.79,326.05,323.79,318.14,317.01
930.12,2022/05/13 15:05:00,327.09,307.85,310.68,307.85,302.19,301.63
930.52,2022/05/13 15:05:00,310.14,293.13,295.4,293.7,289.16,287.46
930.91,2022/05/13 15:05:00,296.01,276.69,282.38,279.53,273.85,273.85
931.31,2022/05/13 15:05:00,281.97,262.6,268.3,264.31,260.33,259.76
931.70,2022/05/13 15:05:00,268.48,250.2,255.91,251.91,247.91,246.77
932.10,2022/05/13 15:05:00,256.73,237.82,244.7,240.11,235.53,235.53
932.49,2022/05/13 15:05:00,246.72,228.32,234.07,228.89,226.59,226.02
932.89,2022/05/13 15:05:00,236.78,220.03,225.81,221.76,217.14,216.57
933.29,2022/05/13 15:05:00,229.73,212.91,219.87,214.65,209.43,208.85
933.68,2022/05/13 15:05:00,223.32,208.16,213.41,207.58,202.33,202.91
934.07,2022/05/13 15:05:00,218.1,203.44,208.71,203.44,197.58,198.16
934.47,2022/05/13 15:05:00,214.73,199.4,205.3,198.81,194.09,194.68
934.86,2022/05/13 15:05:00,212.62,198.36,203.71,197.17,191.24,193.61
935.26,2022/05/13 15:05:00,212.97,198.02,204.0,196.22,190.84,192.63
935.65,2022/05/13 15:05:00,214.62,199.55,204.38,195.93,191.71,194.13
936.05,2022/05/13 15:05:00,218.28,203.08,206.12,199.43,193.35,197.61
936.44,2022/05/13 15:05:00,222.61,206.67,211.57,202.37,196.85,201.76
936.84,2022/05/13 15:05:00,228.26,214.65,214.65,207.84,201.66,207.22
937.23,2022/05/13 15:05:00,233.98,219.63,221.5,214.64,207.15,210.9
937.63,2022/05/13 15:05:00,239.78,224.68,225.94,219.65,213.35,217.13
938.02,2022/05/13 15:05:00,245.6,231.01,231.01,225.93,220.22,222.76
938.42,2022/05/13 15:05:00,250.26,234.9,235.54,230.42,225.3,227.22
938.81,2022/05/13 15:05:00,255.54,239.41,240.7,233.6,230.37,232.31
939.21,2022/05/13 15:05:00,259.48,243.87,244.52,237.37,232.82,236.07
939.60,2022/05/13 15:05:00,262.7,246.32,248.28,239.77,236.49,239.77
939.99,2022/05/13 15:05:00,265.85,247.38,251.34,242.77,238.15,242.11
940.39,2022/05/13 15:05:00,266.34,249.11,252.43,245.14,239.17,243.15
940.78,2022/05/13 15:05:00,267.34,250.05,253.37,246.06,239.41,243.4
941.18,2022/05/13 15:05:00,266.38,249.02,252.36,247.02,239.67,243.68
941.57,2022/05/13 15:05:00,266.91,248.8,250.81,247.46,238.74,242.09
941.97,2022/05/13 15:05:00,264.5,247.67,249.69,244.98,238.93,239.6
942.36,2022/05/13 15:05:00,261.25,245.72,247.07,243.02,237.62,236.27
942.75,2022/05/13 15:05:00,258.47,243.59,245.62,240.2,234.11,232.08
943.15,2022/05/13 15:05:00,254.23,240.67,243.39,238.64,231.86,231.18
943.54,2022/05/13 15:05:00,252.61,238.35,241.07,236.31,229.52,228.84
943.94,2022/05/13 15:05:00,249.62,236.69,239.41,235.33,226.49,227.17
944.33,2022/05/13 15:05:00,247.11,235.54,238.26,233.49,225.32,227.37
944.72,2022/05/13 15:05:00,247.25,235.67,237.71,232.94,223.41,225.45
945.12,2022/05/13 15:05:00,246.65,235.75,237.79,233.02,224.85,226.21
945.51,2022/05/13 15:05:00,248.0,235.74,238.46,235.05,226.88,226.2
