Wavelength(nm),Timestamp,Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um)
546.49,2022/05/13 15:05:00,1243.41,1200.57,1191.15,1187.86,1161.02,1167.61
546.91,2022/05/13 15:05:00,1244.35,1200.52,1189.68,1188.26,1161.87,1168.47
547.33,2022/05/13 15:05:00,1243.89,1199.55,1187.76,1186.34,1160.87,1168.42
547.75,2022/05/13 15:05:00,1242.84,1197.53,1186.67,1183.84,1159.3,1168.26
548.16,2022/05/13 15:05:00,1242.12,1196.77,1185.43,1181.17,1158.49,1168.42
548.58,2022/05/13 15:05:00,1241.23,1195.35,1185.41,1180.21,1157.51,1168.39
549.00,2022/05/13 15:05:00,1239.45,1194.0,1184.53,1179.32,1157.07,1167.96
549.42,2022/05/13 15:05:00,1238.8,1194.25,1182.88,1179.09,1156.34,1166.76
549.83,2022/05/13 15:05:00,1237.85,1193.25,1182.34,1179.96,1154.82,1166.68
550.25,2022/05/13 15:05:00,1239.17,1192.15,1182.65,1180.28,1154.63,1166.98
550.67,2022/05/13 15:05:00,1239.32,1192.71,1182.72,1180.35,1152.76,1166.56
551.09,2022/05/13 15:05:00,1237.97,1190.83,1183.69,1182.26,1152.26,1166.54
551.50,2022/05/13 15:05:00,1238.03,1188.95,1183.23,1180.37,1152.73,1165.6
551.92,2022/05/13 15:05:00,1237.27,1188.62,1182.89,1178.6,1152.37,1165.24
552.34,2022/05/13 15:05:00,1237.44,1187.29,1182.04,1178.22,1150.99,1166.28
552.76,2022/05/13 15:05:00,1236.75,1187.01,1180.79,1176.01,1150.66,1164.53
553.17,2022/05/13 15:05:00,1235.28,1185.49,1179.74,1175.43,1147.66,1161.55
553.59,2022/05/13 15:05:00,1233.73,1182.43,1180.03,1174.76,1145.51,1159.89
554.01,2022/05/13 15:05:00,1231.34,1182.86,1178.54,1173.74,1143.49,1157.41
554.43,2022/05/13 15:05:00,1228.11,1179.08,1176.2,1173.31,1141.11,1154.09
554.84,2022/05/13 15:05:00,1224.25,1176.12,1173.72,1169.87,1139.55,1150.62
555.26,2022/05/13 15:05:00,1220.28,1173.06,1169.69,1166.8,1136.45,1146.57
555.68,2022/05/13 15:05:00,1217.12,1168.39,1167.91,1162.6,1134.14,1141.86
556.10,2022/05/13 15:05:00,1213.33,1164.54,1164.06,1158.26,1131.21,1138.46
556.51,2022/05/13 15:05:00,1209.34,1162.42,1160.0,1154.19,1127.1,1134.84
556.93,2022/05/13 15:05:00,1204.76,1156.81,1157.77,1150.99,1124.83,1131.62
557.35,2022/05/13 15:05:00,1201.55,1154.02,1153.53,1148.19,1121.51,1128.79
557.77,2022/05/13 15:05:00,1198.29,1150.67,1150.18,1146.3,1118.11,1125.4
558.18,2022/05/13 15:05:00,1196.95,1147.79,1148.76,1145.36,1115.18,1123.45
558.60,2022/05/13 15:05:00,1193.73,1145.47,1146.93,1142.55,1113.3,1121.59
559.02,2022/05/13 15:05:00,1191.39,1142.58,1145.02,1141.61,1111.84,1119.16
559.43,2022/05/13 15:05:00,1189.25,1140.86,1143.3,1139.39,1112.02,1118.86
559.85,2022/05/13 15:05:00,1188.81,1139.38,1141.83,1137.43,1111.49,1116.87
560.27,2022/05/13 15:05:00,1186.65,1137.15,1141.07,1137.15,1111.17,1115.58
560.69,2022/05/13 15:05:00,1186.73,1137.14,1140.58,1134.68,1111.12,1117.5
561.10,2022/05/13 15:05:00,1186.9,1137.74,1139.7,1133.8,1109.22,1117.08
561.52,2022/05/13 15:05:00,1186.87,1138.11,1139.59,1134.17,1108.07,1117.43
561.94,2022/05/13 15:05:00,1187.03,1138.19,1139.67,1133.75,1107.6,1119.44
562.35,2022/05/13 15:05:00,1185.95,1138.04,1139.02,1134.09,1107.41,1117.29
562.77,2022/05/13 15:05:00,1186.12,1135.69,1139.15,1133.21,1107.01,1116.9
563.19,2022/05/13 15:05:00,1186.35,1137.78,1139.27,1134.32,1107.56,1116.48
563.61,2022/05/13 15:05:00,1186.69,1137.47,1140.45,1134.98,1109.13,1117.09
564.02,2022/05/13 15:05:00,1188.35,1138.48,1140.98,1136.99,1109.56,1118.04
564.44,2022/05/13 15:05:00,1183.69,1134.37,1136.37,1132.38,1106.47,1111.95
564.86,2022/05/13 15:05:00,1180.91,1130.13,1131.13,1128.64,1102.25,1108.23
565.27,2022/05/13 15:05:00,1178.6,1128.72,1130.22,1128.22,1101.79,1105.78
565.69,2022/05/13 15:05:00,1178.16,1129.11,1129.11,1128.61,1100.08,1104.59
566.11,2022/05/13 15:05:00,1175.56,1127.4,1126.89,1127.4,1097.79,1102.81
566.52,2022/05/13 15:05:00,1168.91,1122.27,1121.77,1122.77,1093.19,1097.7
566.94,2022/05/13 15:05:00,1165.57,1117.47,1115.96,1116.46,1088.4,1091.91
567.36,2022/05/13 15:05:00,1165.02,1116.25,1116.75,1115.24,1088.59,1091.11
567.77,2022/05/13 15:05:00,1164.96,1115.51,1114.5,1115.01,1088.27,1090.29
568.19,2022/05/13 15:05:00,1165.0,1115.89,1113.36,1115.89,1088.04,1088.55
568.61,2022/05/13 15:05:00,1164.53,1116.77,1115.76,1116.27,1088.32,1090.86
569.03,2022/05/13 15:05:00,1164.7,1116.79,1115.26,1116.79,1088.75,1090.79
569.44,2022/05/13 15:05:00,1162.18,1113.27,1113.27,1111.74,1085.75,1087.28
569.86,2022/05/13 15:05:00,1159.12,1109.72,1110.74,1108.7,1081.71,1084.77
570.28,2022/05/13 15:05:00,1159.53,1110.54,1110.54,1107.47,1081.96,1082.98
570.69,2022/05/13 15:05:00,1159.73,1112.09,1113.11,1109.53,1083.4,1085.45
571.11,2022/05/13 15:05:00,1159.53,1111.78,1114.86,1109.72,1083.02,1086.1
571.53,2022/05/13 15:05:00,1157.51,1110.29,1111.31,1105.67,1079.49,1082.57
571.94,2022/05/13 15:05:00,1153.02,1106.86,1108.39,1103.27,1077.62,1080.7
572.36,2022/05/13 15:05:00,1155.61,1107.27,1110.87,1104.69,1076.92,1081.55
572.78,2022/05/13 15:05:00,1157.54,1109.03,1112.64,1106.45,1077.55,1083.74
573.19,2022/05/13 15:05:00,1158.35,1109.67,1114.33,1109.67,1078.6,1084.82
573.61,2022/05/13 15:05:00,1159.77,1110.95,1116.14,1110.95,1079.79,1085.5
574.03,2022/05/13 15:05:00,1160.98,1112.0,1117.73,1111.48,1081.78,1086.99
574.44,2022/05/13 15:05:00,1157.09,1107.62,1115.43,1107.62,1079.5,1085.23
574.86,2022/05/13 15:05:00,1152.26,1104.9,1111.14,1102.81,1076.27,1080.96
575.28,2022/05/13 15:05:00,1150.8,1104.37,1111.68,1102.81,1076.2,1081.42
575.69,2022/05/13 15:05:00,1150.57,1105.05,1111.33,1104.01,1076.28,1082.55
576.11,2022/05/13 15:05:00,1149.43,1105.9,1109.05,1103.28,1076.01,1082.83
576.53,2022/05/13 15:05:00,1144.48,1100.99,1106.23,1100.46,1072.17,1079.5
576.94,2022/05/13 15:05:00,1140.54,1097.07,1103.36,1098.12,1069.32,1076.65
577.36,2022/05/13 15:05:00,1140.46,1097.92,1102.65,1097.92,1070.62,1077.97
577.78,2022/05/13 15:05:00,1142.17,1098.44,1105.29,1100.55,1071.58,1079.48
578.19,2022/05/13 15:05:00,1144.27,1100.93,1106.75,1102.52,1073.45,1082.43
578.61,2022/05/13 15:05:00,1147.54,1105.12,1109.36,1104.06,1076.49,1084.44
579.02,2022/05/13 15:05:00,1150.06,1106.46,1113.37,1106.46,1078.81,1087.85
579.44,2022/05/13 15:05:00,1149.17,1106.67,1112.51,1105.6,1077.98,1088.07
579.86,2022/05/13 15:05:00,1148.81,1106.32,1112.16,1106.85,1077.64,1088.79
580.27,2022/05/13 15:05:00,1151.34,1108.25,1116.23,1110.38,1078.98,1090.69
580.69,2022/05/13 15:05:00,1155.89,1113.73,1119.07,1113.73,1082.25,1093.99
581.11,2022/05/13 15:05:00,1162.2,1115.67,1121.02,1118.34,1084.11,1096.42
581.52,2022/05/13 15:05:00,1162.54,1114.46,1120.34,1116.06,1083.47,1094.69
581.94,2022/05/13 15:05:00,1161.48,1113.44,1118.25,1116.11,1081.95,1093.69
582.36,2022/05/13 15:05:00,1163.6,1114.94,1120.82,1118.68,1083.39,1092.48
582.77,2022/05/13 15:05:00,1167.03,1117.16,1124.13,1119.84,1086.05,1094.1
583.19,2022/05/13 15:05:00,1169.91,1118.28,1125.81,1120.97,1085.46,1096.22
583.60,2022/05/13 15:05:00,1170.6,1118.27,1126.36,1122.59,1084.83,1095.62
584.02,2022/05/13 15:05:00,1169.64,1118.81,1127.46,1123.13,1085.82,1096.09
584.44,2022/05/13 15:05:00,1164.03,1112.18,1123.52,1118.12,1079.77,1090.03
584.85,2022/05/13 15:05:00,1158.68,1107.41,1117.67,1112.27,1073.95,1084.75
585.27,2022/05/13 15:05:00,1152.82,1102.02,1113.91,1109.58,1071.21,1080.4
585.69,2022/05/13 15:05:00,1148.59,1098.72,1109.56,1105.76,1068.36,1075.95
586.10,2022/05/13 15:05:00,1142.58,1093.7,1102.94,1102.39,1063.29,1071.98
586.52,2022/05/13 15:05:00,1133.08,1085.35,1095.12,1094.03,1056.06,1063.66
586.93,2022/05/13 15:05:00,1123.99,1076.84,1087.68,1086.05,1048.66,1055.7
587.35,2022/05/13 15:05:00,1116.03,1071.52,1082.38,1081.84,1043.84,1052.52
587.77,2022/05/13 15:05:00,1111.46,1067.38,1078.26,1080.44,1041.25,1049.41
588.18,2022/05/13 15:05:00,1107.17,1063.04,1074.48,1076.12,1036.89,1045.06
588.60,2022/05/13 15:05:00,1101.1,1058.62,1068.43,1071.15,1034.12,1041.2
589.01,2022/05/13 15:05:00,1097.52,1055.08,1061.61,1065.96,1029.5,1036.58
589.43,2022/05/13 15:05:00,1095.41,1055.04,1061.04,1066.5,1030.49,1037.04
589.85,2022/05/13 15:05:00,1096.08,1055.61,1062.17,1066.55,1032.63,1037.56
590.26,2022/05/13 15:05:00,1097.88,1057.3,1061.14,1066.62,1032.08,1038.66
590.68,2022/05/13 15:05:00,1097.82,1059.88,1062.08,1069.23,1032.95,1040.64
591.09,2022/05/13 15:05:00,1098.08,1060.63,1063.39,1068.89,1034.75,1041.36
591.51,2022/05/13 15:05:00,1097.75,1060.33,1060.89,1066.39,1033.92,1040.53
591.93,2022/05/13 15:05:00,1097.7,1058.14,1060.89,1064.74,1032.32,1040.01
592.34,2022/05/13 15:05:00,1103.52,1061.69,1064.44,1066.09,1034.72,1041.88
592.76,2022/05/13 15:05:00,1105.83,1065.56,1068.32,1069.98,1037.99,1045.71
593.17,2022/05/13 15:05:00,1109.75,1067.81,1071.67,1070.57,1039.67,1047.39
593.59,2022/05/13 15:05:00,1111.21,1068.77,1070.97,1070.97,1040.11,1047.27
594.01,2022/05/13 15:05:00,1110.49,1068.12,1071.42,1069.77,1037.85,1047.21
594.42,2022/05/13 15:05:00,1113.35,1070.34,1073.1,1071.99,1041.11,1049.94
594.84,2022/05/13 15:05:00,1115.21,1071.57,1075.44,1072.68,1041.19,1053.35
595.25,2022/05/13 15:05:00,1116.03,1072.32,1077.3,1074.54,1042.44,1055.17
595.67,2022/05/13 15:05:00,1118.55,1073.66,1078.09,1075.32,1044.28,1056.47
596.08,2022/05/13 15:05:00,1118.11,1073.74,1078.18,1074.85,1042.68,1056.55
596.50,2022/05/13 15:05:00,1116.1,1071.26,1074.58,1071.81,1039.7,1053.54
596.92,2022/05/13 15:05:00,1112.1,1067.35,1072.33,1066.8,1036.97,1050.23
597.33,2022/05/13 15:05:00,1111.33,1068.76,1070.97,1067.1,1037.25,1050.52
597.75,2022/05/13 15:05:00,1113.12,1069.95,1071.06,1068.29,1036.18,1051.13
598.16,2022/05/13 15:05:00,1111.25,1072.49,1071.94,1068.06,1037.06,1050.9
598.58,2022/05/13 15:05:00,1106.8,1068.69,1068.69,1067.04,1033.9,1047.71
598.99,2022/05/13 15:05:00,1103.33,1065.3,1066.96,1062.55,1032.24,1044.91
599.41,2022/05/13 15:05:00,1103.35,1066.94,1065.29,1063.08,1032.74,1046.53
599.83,2022/05/13 15:05:00,1104.64,1067.08,1067.08,1063.77,1034.49,1046.09
600.24,2022/05/13 15:05:00,1103.82,1065.74,1067.4,1061.33,1034.83,1046.42
600.66,2022/05/13 15:05:00,1101.56,1064.1,1064.65,1059.7,1032.16,1043.72
601.07,2022/05/13 15:05:00,1099.75,1061.81,1066.21,1059.06,1031.56,1040.36
601.49,2022/05/13 15:05:00,1101.51,1064.08,1066.28,1059.67,1032.15,1042.61
601.90,2022/05/13 15:05:00,1103.55,1067.74,1068.29,1062.23,1034.13,1044.6
602.32,2022/05/13 15:05:00,1104.43,1068.59,1070.8,1064.73,1036.06,1046.54
602.73,2022/05/13 15:05:00,1106.77,1069.81,1071.46,1065.94,1038.36,1048.29
603.15,2022/05/13 15:05:00,1107.67,1070.15,1072.91,1067.95,1039.26,1048.64
603.56,2022/05/13 15:05:00,1107.31,1067.68,1070.99,1066.03,1037.41,1047.87
603.98,2022/05/13 15:05:00,1104.88,1065.34,1069.74,1063.7,1036.24,1046.12
604.40,2022/05/13 15:05:00,1106.82,1067.25,1070.55,1066.15,1038.12,1047.46
604.81,2022/05/13 15:05:00,1108.44,1069.38,1069.93,1066.08,1039.68,1048.48
605.23,2022/05/13 15:05:00,1108.56,1067.34,1068.99,1065.69,1037.11,1047.55
605.64,2022/05/13 15:05:00,1106.13,1065.0,1068.29,1063.9,1035.38,1045.8
606.06,2022/05/13 15:05:00,1103.76,1064.34,1064.89,1061.6,1032.04,1044.08
606.47,2022/05/13 15:05:00,1104.41,1064.94,1066.04,1062.75,1031.51,1044.12
606.89,2022/05/13 15:05:00,1104.17,1066.87,1065.77,1061.93,1032.31,1044.38
607.30,2022/05/13 15:05:00,1102.7,1064.9,1062.17,1059.43,1030.39,1041.35
607.72,2022/05/13 15:05:00,1099.41,1061.16,1057.88,1055.69,1026.73,1037.66
608.13,2022/05/13 15:05:00,1097.29,1059.62,1054.16,1051.98,1022.5,1035.06
608.55,2022/05/13 15:05:00,1097.69,1059.45,1052.89,1050.7,1021.2,1034.31
608.96,2022/05/13 15:05:00,1096.83,1060.72,1052.52,1049.23,1020.24,1035.01
609.38,2022/05/13 15:05:00,1097.59,1059.8,1052.14,1049.94,1019.27,1035.7
609.79,2022/05/13 15:05:00,1097.48,1059.1,1050.33,1049.78,1018.54,1034.98
610.21,2022/05/13 15:05:00,1096.35,1056.92,1046.52,1045.42,1016.95,1032.83
610.62,2022/05/13 15:05:00,1092.23,1051.25,1040.87,1041.42,1013.55,1028.85
611.04,2022/05/13 15:05:00,1090.32,1049.41,1037.96,1035.77,1009.59,1024.32
611.46,2022/05/13 15:05:00,1090.05,1049.64,1037.62,1035.98,1008.68,1023.97
611.87,2022/05/13 15:05:00,1089.9,1048.91,1036.34,1035.79,1008.46,1022.13
612.29,2022/05/13 15:05:00,1086.33,1047.57,1034.47,1032.28,1006.63,1018.64
612.70,2022/05/13 15:05:00,1081.6,1043.48,1029.87,1030.41,1002.09,1016.79
613.12,2022/05/13 15:05:00,1079.09,1041.01,1026.87,1026.33,998.59,1013.82
613.53,2022/05/13 15:05:00,1077.31,1039.2,1025.05,1026.14,996.2,1013.62
613.95,2022/05/13 15:05:00,1075.65,1037.51,1025.52,1027.16,996.1,1013.53
614.36,2022/05/13 15:05:00,1074.2,1033.95,1023.62,1023.07,995.34,1008.93
614.78,2022/05/13 15:05:00,1069.29,1031.84,1022.07,1020.44,992.21,1006.87
615.19,2022/05/13 15:05:00,1069.23,1030.17,1023.12,1018.78,992.74,1004.13
615.61,2022/05/13 15:05:00,1070.34,1032.33,1023.64,1020.92,992.69,1004.63
616.02,2022/05/13 15:05:00,1068.77,1032.89,1025.83,1022.02,994.84,1005.17
616.44,2022/05/13 15:05:00,1071.27,1035.35,1029.36,1023.37,995.61,1005.95
616.85,2022/05/13 15:05:00,1073.37,1037.95,1031.41,1025.42,996.54,1006.9
617.26,2022/05/13 15:05:00,1071.34,1035.98,1031.08,1024.55,996.8,1007.68
617.68,2022/05/13 15:05:00,1070.53,1033.61,1028.73,1023.3,996.15,1006.47
618.09,2022/05/13 15:05:00,1069.6,1032.73,1029.48,1022.43,994.79,1006.17
618.51,2022/05/13 15:05:00,1072.95,1032.24,1031.7,1024.64,996.42,1008.36
618.92,2022/05/13 15:05:00,1075.76,1034.47,1032.29,1023.06,998.61,1008.93
619.34,2022/05/13 15:05:00,1075.42,1032.55,1031.47,1021.7,998.37,1008.13
619.75,2022/05/13 15:05:00,1074.96,1031.1,1030.55,1019.72,996.44,1006.19
620.17,2022/05/13 15:05:00,1073.7,1030.95,1030.41,1019.04,996.85,1005.51
620.58,2022/05/13 15:05:00,1074.8,1031.46,1032.0,1021.71,996.79,1006.54
621.00,2022/05/13 15:05:00,1075.65,1031.71,1031.17,1020.32,997.0,1005.68
621.41,2022/05/13 15:05:00,1071.42,1027.56,1026.48,1016.73,993.45,1002.12
621.83,2022/05/13 15:05:00,1067.16,1022.85,1023.39,1012.58,989.89,998.54
622.24,2022/05/13 15:05:00,1066.74,1021.35,1020.8,1011.08,987.3,997.03
622.66,2022/05/13 15:05:00,1066.04,1019.51,1018.96,1010.85,985.41,994.61
623.07,2022/05/13 15:05:00,1063.12,1018.17,1019.26,1008.97,983.51,993.26
623.49,2022/05/13 15:05:00,1059.15,1014.28,1014.82,1004.0,979.13,989.95
623.90,2022/05/13 15:05:00,1054.65,1010.4,1010.4,1001.76,974.77,985.57
624.32,2022/05/13 15:05:00,1051.98,1007.15,1006.61,999.59,973.13,983.93
624.73,2022/05/13 15:05:00,1051.19,1006.85,1004.69,998.2,972.78,983.06
625.14,2022/05/13 15:05:00,1048.55,1004.72,1003.1,997.15,969.55,980.38
625.56,2022/05/13 15:05:00,1043.87,1001.21,999.05,992.57,965.57,974.75
625.97,2022/05/13 15:05:00,1040.22,996.0,993.85,988.99,962.57,970.66
626.39,2022/05/13 15:05:00,1039.32,995.04,993.42,987.49,960.49,969.13
626.80,2022/05/13 15:05:00,1038.8,993.92,991.22,984.73,960.93,967.96
627.22,2022/05/13 15:05:00,1038.39,995.6,990.72,984.76,960.93,969.6
627.63,2022/05/13 15:05:00,1037.17,994.86,991.6,984.55,959.06,970.45
628.05,2022/05/13 15:05:00,1038.1,995.18,991.38,984.32,959.33,970.19
628.46,2022/05/13 15:05:00,1033.92,992.15,988.89,981.3,956.89,967.19
628.87,2022/05/13 15:05:00,1031.27,989.02,985.77,978.73,955.44,965.19
629.29,2022/05/13 15:05:00,1031.59,988.22,985.51,978.47,955.16,964.91
629.70,2022/05/13 15:05:00,1032.58,988.58,987.5,980.43,957.08,965.23
630.12,2022/05/13 15:05:00,1032.51,989.01,987.93,980.86,955.3,964.55
630.53,2022/05/13 15:05:00,1030.92,989.09,987.46,980.95,953.25,961.94
630.95,2022/05/13 15:05:00,1028.64,986.33,985.78,978.19,949.98,960.29
631.36,2022/05/13 15:05:00,1029.52,986.6,986.06,980.62,951.29,962.15
631.77,2022/05/13 15:05:00,1031.82,987.74,988.28,982.84,953.45,963.79
632.19,2022/05/13 15:05:00,1030.67,988.77,988.77,983.32,952.85,963.73
632.60,2022/05/13 15:05:00,1029.11,987.81,986.73,981.84,952.5,963.36
633.02,2022/05/13 15:05:00,1028.44,986.68,985.59,981.25,952.5,962.27
633.43,2022/05/13 15:05:00,1029.52,989.9,987.19,983.39,954.08,962.76
633.85,2022/05/13 15:05:00,1031.47,991.3,988.59,985.87,957.1,964.16
634.26,2022/05/13 15:05:00,1029.86,992.48,987.06,984.89,956.72,962.68
634.67,2022/05/13 15:05:00,1026.11,991.57,986.17,984.55,955.4,962.42
635.09,2022/05/13 15:05:00,1025.63,990.11,985.27,982.58,954.6,961.59
635.50,2022/05/13 15:05:00,1026.04,990.58,986.29,984.14,954.59,962.65
635.92,2022/05/13 15:05:00,1025.47,991.18,987.43,983.68,955.29,962.79
636.33,2022/05/13 15:05:00,1022.83,988.72,984.99,980.73,954.08,959.94
636.74,2022/05/13 15:05:00,1018.58,985.22,981.52,977.81,949.75,957.7
637.16,2022/05/13 15:05:00,1016.22,983.07,979.91,976.23,948.86,956.23
637.57,2022/05/13 15:05:00,1015.1,982.12,977.93,974.27,947.04,954.89
637.99,2022/05/13 15:05:00,1012.98,981.23,977.06,973.42,944.27,953.64
638.40,2022/05/13 15:05:00,1009.56,977.58,972.94,969.84,940.44,951.27
638.81,2022/05/13 15:05:00,1004.75,973.6,969.51,965.42,935.29,946.52
639.23,2022/05/13 15:05:00,1000.61,968.21,967.19,963.14,933.26,944.41
639.64,2022/05/13 15:05:00,999.68,965.52,966.02,960.49,931.36,942.91
640.06,2022/05/13 15:05:00,996.06,962.7,962.7,958.22,927.86,940.3
640.47,2022/05/13 15:05:00,992.05,956.15,958.11,952.7,921.72,935.98
640.88,2022/05/13 15:05:00,987.51,951.08,952.05,946.71,916.11,929.71
641.30,2022/05/13 15:05:00,983.9,946.89,948.33,944.48,912.76,927.66
641.71,2022/05/13 15:05:00,981.29,943.69,947.5,942.26,910.38,925.13
642.12,2022/05/13 15:05:00,979.91,941.75,944.1,939.86,908.3,923.37
642.54,2022/05/13 15:05:00,977.04,940.2,942.06,938.33,906.15,921.54
642.95,2022/05/13 15:05:00,975.43,937.58,940.35,935.27,906.18,919.11
643.37,2022/05/13 15:05:00,970.05,934.49,935.41,930.85,903.5,915.81
643.78,2022/05/13 15:05:00,966.97,928.71,932.31,926.46,900.8,909.8
644.19,2022/05/13 15:05:00,963.73,926.77,929.44,923.65,899.6,909.4
644.61,2022/05/13 15:05:00,963.49,925.53,929.07,922.45,898.61,909.2
645.02,2022/05/13 15:05:00,963.1,925.03,928.53,921.53,900.08,908.84
645.43,2022/05/13 15:05:00,960.93,924.12,926.29,920.66,897.71,908.1
645.85,2022/05/13 15:05:00,960.62,923.31,924.59,920.3,897.15,905.72
646.26,2022/05/13 15:05:00,961.01,924.82,926.52,920.99,898.85,907.79
646.68,2022/05/13 15:05:00,964.76,928.77,930.04,924.11,903.35,910.98
647.09,2022/05/13 15:05:00,968.76,932.1,934.63,929.15,907.24,914.4
647.50,2022/05/13 15:05:00,970.07,934.49,936.58,931.14,909.37,917.32
647.92,2022/05/13 15:05:00,974.67,938.85,939.68,934.27,913.03,920.94
648.33,2022/05/13 15:05:00,980.9,944.72,946.8,941.81,919.77,928.09
648.74,2022/05/13 15:05:00,989.33,953.58,954.0,949.01,927.4,936.13
649.16,2022/05/13 15:05:00,997.85,960.86,962.52,957.54,934.68,944.24
649.57,2022/05/13 15:05:00,1005.79,968.42,970.91,964.68,939.76,950.98
649.98,2022/05/13 15:05:00,1013.38,976.83,977.66,972.68,945.68,959.39
650.40,2022/05/13 15:05:00,1023.3,985.36,988.28,983.28,955.77,967.86
650.81,2022/05/13 15:05:00,1032.83,994.71,998.9,993.04,965.39,977.12
651.22,2022/05/13 15:05:00,1040.75,1001.22,1006.69,1001.64,972.2,984.82
651.64,2022/05/13 15:05:00,1046.59,1006.08,1011.99,1007.34,977.38,990.46
652.05,2022/05/13 15:05:00,1050.64,1010.36,1017.57,1011.21,981.53,995.1
652.46,2022/05/13 15:05:00,1057.94,1015.21,1024.19,1018.2,987.87,1001.54
652.88,2022/05/13 15:05:00,1062.41,1019.74,1029.65,1023.19,991.29,1007.24
653.29,2022/05/13 15:05:00,1065.42,1022.01,1031.56,1025.05,994.66,1010.72
653.70,2022/05/13 15:05:00,1066.63,1022.91,1032.53,1027.29,994.94,1011.55
654.12,2022/05/13 15:05:00,1068.09,1024.03,1034.16,1029.32,997.15,1013.01
654.53,2022/05/13 15:05:00,1072.68,1028.17,1037.07,1032.62,1001.91,1017.04
654.94,2022/05/13 15:05:00,1078.33,1030.66,1041.45,1035.61,1005.48,1021.67
655.36,2022/05/13 15:05:00,1079.66,1032.95,1042.93,1037.03,1008.47,1023.88
655.77,2022/05/13 15:05:00,1080.8,1034.17,1044.22,1040.11,1012.22,1026.85
656.18,2022/05/13 15:05:00,1083.21,1037.52,1048.14,1042.6,1014.91,1029.68
656.60,2022/05/13 15:05:00,1087.42,1042.6,1052.4,1048.67,1019.72,1035.13
657.01,2022/05/13 15:05:00,1094.83,1047.13,1056.1,1052.32,1025.4,1039.1
657.42,2022/05/13 15:05:00,1096.88,1050.14,1058.25,1054.91,1028.68,1041.56
657.84,2022/05/13 15:05:00,1097.88,1052.13,1061.28,1057.91,1031.91,1044.91
658.25,2022/05/13 15:05:00,1104.73,1056.99,1065.27,1061.37,1037.51,1049.2
658.66,2022/05/13 15:05:00,1109.17,1063.82,1071.71,1067.27,1043.61,1055.93
659.07,2022/05/13 15:05:00,1114.61,1069.77,1077.24,1071.76,1049.34,1060.8
659.49,2022/05/13 15:05:00,1116.07,1073.39,1078.41,1073.39,1051.3,1062.35
659.90,2022/05/13 15:05:00,1116.61,1075.66,1080.72,1074.65,1053.42,1063.03
660.31,2022/05/13 15:05:00,1119.28,1077.02,1082.62,1076.0,1055.12,1062.76
660.73,2022/05/13 15:05:00,1117.24,1077.76,1082.38,1076.74,1055.2,1062.89
661.14,2022/05/13 15:05:00,1113.47,1073.3,1079.99,1074.33,1052.7,1060.42
661.55,2022/05/13 15:05:00,1106.3,1066.6,1073.82,1068.66,1046.5,1052.17
661.97,2022/05/13 15:05:00,1096.38,1058.79,1064.97,1058.28,1037.68,1043.34
662.38,2022/05/13 15:05:00,1087.67,1049.62,1057.33,1050.65,1029.05,1037.28
662.79,2022/05/13 15:05:00,1079.42,1043.03,1048.16,1040.98,1019.97,1028.68
663.20,2022/05/13 15:05:00,1068.06,1032.41,1039.03,1031.39,1009.49,1020.19
663.62,2022/05/13 15:05:00,1055.72,1020.41,1026.46,1019.4,996.2,1007.8
664.03,2022/05/13 15:05:00,1044.11,1009.69,1014.68,1007.19,984.24,994.22
664.44,2022/05/13 15:05:00,1033.42,999.83,1006.25,999.33,975.13,985.5
664.86,2022/05/13 15:05:00,1024.05,990.32,996.67,989.83,966.86,976.63
665.27,2022/05/13 15:05:00,1012.59,978.87,985.62,979.83,957.19,964.9
665.68,2022/05/13 15:05:00,999.77,964.3,972.81,969.03,943.96,952.48
666.09,2022/05/13 15:05:00,986.52,951.78,959.66,955.02,930.48,940.2
666.51,2022/05/13 15:05:00,974.41,940.4,949.01,944.03,918.63,929.97
666.92,2022/05/13 15:05:00,964.9,930.3,940.06,935.18,908.12,919.65
667.33,2022/05/13 15:05:00,958.93,924.59,932.85,928.06,902.42,912.85
667.74,2022/05/13 15:05:00,953.47,918.53,926.2,923.22,896.38,908.73
668.16,2022/05/13 15:05:00,947.21,913.01,920.52,917.6,890.07,901.75
668.57,2022/05/13 15:05:00,939.56,906.52,914.27,912.23,885.3,895.5
668.98,2022/05/13 15:05:00,934.37,901.23,908.81,908.41,880.06,890.05
669.39,2022/05/13 15:05:00,934.43,899.94,907.0,905.82,879.56,887.79
669.81,2022/05/13 15:05:00,934.63,901.13,907.29,906.91,879.95,888.04
670.22,2022/05/13 15:05:00,936.15,902.11,907.78,908.92,881.31,890.01
670.63,2022/05/13 15:05:00,938.01,903.84,910.15,909.41,883.41,892.32
671.04,2022/05/13 15:05:00,942.28,908.29,913.77,914.86,886.72,896.59
671.46,2022/05/13 15:05:00,950.49,915.8,921.22,921.58,894.84,904.6
671.87,2022/05/13 15:05:00,960.61,926.92,931.94,930.5,903.98,915.09
672.28,2022/05/13 15:05:00,970.86,936.0,942.4,940.98,912.87,923.55
672.69,2022/05/13 15:05:00,979.66,945.02,950.68,949.97,923.11,933.01
673.11,2022/05/13 15:05:00,989.2,955.06,959.64,959.99,932.89,942.75
